"","Starting Year","Rank","Team","Wins","Home: Total Attendance","Home: Avg Attendance","Home: Total Games","Home: % Capactiy","Away: Total Games","Away: Total Attendance","Away: Avg Attendance","Away: % Capactiy","Wins.1"
"387",2003,27,"Magic",21,589144,14369,41,"83.3",41,16793,"107.5",82,21
"388",2003,28,"Pelicans",41,587613,14332,41,"83.3",41,16679,"106.6",82,41
"389",2003,29,"Hawks",28,565728,13798,41,"--",41,16282,"98.9",82,28
"390",2002,1,"Pistons",50,839278,20470,41,"92.7",41,16053,"107.4",82,50
"391",2002,2,"Wizards",37,827092,20172,41,"--",41,19311,"120.3",82,37
"392",2002,3,"Mavericks",60,816429,19912,41,"--",41,17618,"121.8",82,60
"393",2002,4,"76ers",48,807097,19685,41,"96.3",41,18408,"122",82,48
"394",2002,5,"Bulls",30,804303,19617,41,"90.4",41,16268,"108.6",82,30
"395",2002,6,"Trail Blazers",50,796250,19420,41,"97.2",41,16458,"122",82,50
"396",2002,7,"Jazz",47,786034,19171,41,"96.3",41,16585,"122.9",82,47
"397",2002,8,"NY Knicks",37,779479,19011,41,"98.6",41,17104,"113.5",82,37
"398",2002,9,"Lakers",50,777888,18972,41,"98.4",41,19107,"141.3",82,50
"399",2002,10,"Raptors",24,777507,18963,41,"95.8",41,16509,"109.7",82,24
"400",2002,11,"Spurs",60,735970,17950,41,"97",41,16559,"122.1",82,60
"401",2002,12,"Kings",59,709997,17317,41,"100",41,17924,"131.6",82,59
"402",2002,13,"Celtics",44,709049,17293,41,"92.9",41,17263,"111.1",82,44
"403",2002,14,"Clippers",27,706471,17231,41,"--",41,16276,"112.5",82,27
"404",2002,15,"Pacers",48,670461,16352,41,"89.1",41,16856,"110.9",82,48
"405",2002,16,"Suns",44,666559,16257,41,"85.5",41,16318,"120.6",82,44
"406",2002,17,"Bucks",42,665966,16243,41,"86.8",41,16327,"107.8",82,42
"407",2002,18,"Timberwolves",51,643684,15699,41,"82.6",41,16657,"123.1",82,51
"408",2002,19,"Pelicans",47,641683,15650,41,"91",41,16481,"105.2",82,47
"409",2002,20,"Thunder",40,637194,15541,41,"91",41,16243,"119.2",82,40
"410",2002,21,"Warriors",38,634935,15486,41,"79",41,16297,"120.7",82,38
"411",2002,22,"Heat",25,628242,15322,41,"78.2",41,15844,"105.5",82,25
"412",2002,23,"Nets",49,622574,15184,41,"76",41,16956,"112.4",82,49
"413",2002,24,"Grizzlies",28,611322,14910,41,"--",41,16277,"112.5",82,28
"414",2002,25,"Nuggets",17,607813,14824,41,"--",41,16299,"112.7",82,17
"415",2002,26,"Magic",42,605901,14778,41,"85.7",41,17305,"114.4",82,42
"416",2002,27,"Rockets",43,565166,13784,41,"--",41,17919,"123.9",82,43
"417",2002,28,"Hawks",35,528655,12894,41,"--",41,16294,"101.3",82,35
"418",2002,29,"Cavaliers",17,471374,11496,41,"55.9",41,16087,"107.1",82,17
"419",2001,1,"Spurs",58,906390,22107,41,"--",41,17248,"125.7",82,58
"420",2001,2,"Wizards",37,847634,20674,41,"--",41,19939,"121.7",82,37
"421",2001,3,"76ers",43,842976,20560,41,"100.6",41,18720,"130.5",82,43
"422",2001,4,"Raptors",42,811135,19783,41,"99.9",41,17200,"111.6",82,42
"423",2001,5,"NY Knicks",30,810283,19763,41,"102.5",41,17082,"114.2",82,30
"424",2001,6,"Mavericks",57,802783,19580,41,"--",41,17049,"124.3",82,57
"425",2001,7,"Trail Blazers",49,797821,19459,41,"97.4",41,16483,"129.3",82,49
"426",2001,8,"Lakers",58,778877,18997,41,"98.5",41,20102,"157.3",82,58
"427",2001,9,"Bulls",21,776311,18934,41,"87.2",41,16000,"107.9",82,21
"428",2001,10,"Jazz",44,766108,18685,41,"93.8",41,16667,"130.7",82,44
"429",2001,11,"Pistons",50,760807,18556,41,"84.1",41,16417,"110.7",82,50
"430",2001,12,"Bucks",41,745305,18178,41,"97.1",41,17043,"113.3",82,41
"431",2001,13,"Clippers",39,740185,18053,41,"--",41,16569,"120.8",82,39
"432",2001,14,"Timberwolves",50,731673,17845,41,"93.9",41,16961,"132.6",82,50
"433",2001,15,"Kings",61,709997,17317,41,"100",41,17701,"137.5",82,61
"434",2001,16,"Pacers",42,686537,16744,41,"91.3",41,16677,"111.1",82,42
"435",2001,17,"Suns",36,668939,16315,41,"85.8",41,16765,"131",82,36
"436",2001,18,"Celtics",49,659751,16091,41,"86.4",41,17576,"117",82,49
"437",2001,19,"Heat",36,655549,15989,41,"81.6",41,16702,"112.5",82,36
"438",2001,20,"Nuggets",27,633846,15459,41,"--",41,16396,"119.5",82,27
"439",2001,21,"Thunder",45,633516,15451,41,"90.5",41,16013,"124.2",82,45
"440",2001,22,"Magic",44,621121,15149,41,"87.8",41,17345,"115.6",82,44
"441",2001,23,"Cavaliers",21,596115,14539,41,"70.7",41,15809,"102.8",82,21
"442",2001,24,"Warriors",21,593182,14467,41,"73.8",41,16202,"126.9",82,21
"443",2001,25,"Grizzlies",23,591030,14415,41,"--",41,15841,"115.5",82,23
"444",2001,26,"Nets",52,564194,13760,41,"68.8",41,16403,"109.7",82,52
"445",2001,27,"Hawks",33,506110,12344,41,"--",41,16315,"102.7",82,33
"446",2001,28,"Rockets",28,481227,11737,41,"--",41,16551,"120.6",82,28
"447",2001,29,"Pelicans",44,462738,11286,41,"47.4",41,16457,"111.5",82,44
"448",2000,1,"Spurs",58,913175,22272,41,"--",41,16690,"--",82,58
"449",2000,2,"Bulls",15,888654,21674,41,"--",41,16336,"--",82,15
"450",2000,3,"Trail Blazers",50,831385,20277,41,"--",41,17037,"--",82,50
"451",2000,4,"NY Knicks",48,810283,19763,41,"--",41,17680,"--",82,48
"452",2000,5,"76ers",56,805692,19651,41,"--",41,18582,"--",82,56
"453",2000,6,"Raptors",47,793256,19347,41,"--",41,17611,"--",82,47
"454",2000,7,"Jazz",53,792196,19321,41,"--",41,16989,"--",82,53
"455",2000,8,"Lakers",56,776336,18935,41,"--",41,19628,"--",82,56
"456",2000,9,"Suns",51,737586,17989,41,"--",41,17157,"--",82,51
"457",2000,10,"Pacers",41,733444,17888,41,"--",41,16508,"--",82,41
"458",2000,11,"Timberwolves",47,717371,17496,41,"--",41,16787,"--",82,47
"459",2000,12,"Kings",55,709997,17317,41,"--",41,18438,"--",82,55
"460",2000,13,"Bucks",52,683125,16661,41,"--",41,16584,"--",82,52
"461",2000,14,"Mavericks",53,680138,16588,41,"--",41,15761,"--",82,53
"462",2000,15,"Heat",50,677186,16516,41,"--",41,17046,"--",82,50
"463",2000,16,"Cavaliers",30,650775,15872,41,"--",41,16064,"--",82,30
"464",2000,17,"Thunder",44,640847,15630,41,"--",41,16497,"--",82,44
"465",2000,18,"Wizards",19,638653,15576,41,"--",41,15872,"--",82,19
"466",2000,19,"Celtics",36,629201,15346,41,"--",41,16436,"--",82,36
"467",2000,20,"Nuggets",40,619300,15104,41,"--",41,16403,"--",82,40
"468",2000,21,"Pelicans",46,615424,15010,41,"--",41,16500,"--",82,46
"469",2000,22,"Pistons",32,607323,14812,41,"--",41,16397,"--",82,32
"470",2000,23,"Magic",43,605031,14756,41,"--",41,16810,"--",82,43
"471",2000,24,"Clippers",31,599448,14620,41,"--",41,15823,"--",82,31
"472",2000,25,"Warriors",17,591981,14438,41,"--",41,16058,"--",82,17
"473",2000,26,"Nets",26,566077,13806,41,"--",41,16085,"--",82,26
"474",2000,27,"Grizzlies",23,563218,13737,41,"--",41,15822,"--",82,23
"475",2000,28,"Hawks",25,560324,13666,41,"--",41,16403,"--",82,25
"476",2000,29,"Rockets",45,518555,12647,41,"--",41,16714,"--",82,45
